case_id,atlas_region_name,tumor_tag,voxel_count,count_scaled
BraTS20_Training_363,WM/unassigned,TC,7780,65
BraTS20_Training_363,Area 3b (PostCG) right,TC,2,0
BraTS20_Training_363,Area PF (IPL) right,TC,5,0
BraTS20_Training_363,Area Te 1.0 (HESCHL) right,TC,765,6
BraTS20_Training_363,Area STS2 (STS) right,TC,2710,22
BraTS20_Training_363,Area Id3 (Insula) right,TC,22,0
BraTS20_Training_363,Area TI (STG) right,TC,16,0
BraTS20_Training_363,Area Te 3 (STG) right,TC,1623,13
BraTS20_Training_363,Area 6r1 (PreCG) right,TC,11,0
BraTS20_Training_363,Area Op6 (Frontal Operculum) right,TC,35,0
BraTS20_Training_363,"Area TPJ (STG, SMG) right",TC,16,0
BraTS20_Training_363,Area Ig2 (Insula) right,TC,58,0
BraTS20_Training_363,Area Id4 (Insula) right,TC,17,0
BraTS20_Training_363,Area Op1 (POperc) right,TC,40,0
BraTS20_Training_363,Area 44 (IFG) right,TC,5,0
BraTS20_Training_363,Area PGa (IPL) right,TC,1,0
BraTS20_Training_363,Area Ia1 (Insula) right,TC,1,0
BraTS20_Training_363,Area Op5 (Frontal Operculum) right,TC,320,3
BraTS20_Training_363,Area FG4 (FusG) right,TC,192,2
BraTS20_Training_363,Area Te 1.1 (HESCHL) right,TC,283,2
BraTS20_Training_363,Area Ig3 (Insula) right,TC,18,0
BraTS20_Training_363,Area Op4 (POperc) right,TC,283,2
BraTS20_Training_363,Area Op2 (POperc) right,TC,4,0
BraTS20_Training_363,Area Ig1 (Insula) right,TC,1,0
BraTS20_Training_363,Area PFcm (IPL) right,TC,4,0
BraTS20_Training_363,Area OTS1 (OTS) right,TC,162,1
BraTS20_Training_363,Area Id2 (Insula) right,TC,303,3
BraTS20_Training_363,Temporal-to-Parietal (GapMap) right,TC,5182,43
BraTS20_Training_363,Area Id1 (Insula) right,TC,19,0
BraTS20_Training_363,Area Te 1.2 (HESCHL) right,TC,383,3
BraTS20_Training_363,Area Id5 (Insula) right,TC,129,1
BraTS20_Training_363,Area Te 2.1 (STG) right,TC,438,4
BraTS20_Training_363,Area Op3 (POperc) right,TC,33,0
BraTS20_Training_363,Area STS1 (STS) right,TC,2209,18
BraTS20_Training_363,Area Te 2.2 (STG) right,TC,451,4
BraTS20_Training_363,Area TeI (STG) right,TC,307,3
BraTS20_Training_363,WM/unassigned,WT,30859,256
BraTS20_Training_363,Area 3b (PostCG) right,WT,214,2
BraTS20_Training_363,Area PF (IPL) right,WT,215,2
BraTS20_Training_363,Area 1 (PostCG) right,WT,82,1
BraTS20_Training_363,Area STS2 (STS) right,WT,236,2
BraTS20_Training_363,Area Id3 (Insula) right,WT,34,0
BraTS20_Training_363,Area TI (STG) right,WT,74,1
BraTS20_Training_363,Area Te 3 (STG) right,WT,332,3
BraTS20_Training_363,Area 6r1 (PreCG) right,WT,2113,18
BraTS20_Training_363,Area Op6 (Frontal Operculum) right,WT,252,2
BraTS20_Training_363,"Area TPJ (STG, SMG) right",WT,244,2
BraTS20_Training_363,Area Op7 (Frontal Operculum) right,WT,158,1
