case_id,atlas_region_name,tumor_tag,voxel_count,count_scaled
BraTS20_Training_194,WM/unassigned,TC,21970,250
BraTS20_Training_194,Area Id8 (Insula) right,TC,3,0
BraTS20_Training_194,Area Te 1.0 (HESCHL) right,TC,362,4
BraTS20_Training_194,Area STS2 (STS) right,TC,4418,50
BraTS20_Training_194,Area Id3 (Insula) right,TC,5,0
BraTS20_Training_194,Area TI (STG) right,TC,306,3
BraTS20_Training_194,Area Te 3 (STG) right,TC,2962,34
BraTS20_Training_194,Area 6r1 (PreCG) right,TC,480,5
BraTS20_Training_194,Area Op6 (Frontal Operculum) right,TC,1034,12
BraTS20_Training_194,Area Id4 (Insula) right,TC,1,0
BraTS20_Training_194,Area Id6 (Insula) right,TC,106,1
BraTS20_Training_194,Area 44 (IFG) right,TC,780,9
BraTS20_Training_194,Area Ia1 (Insula) right,TC,23,0
BraTS20_Training_194,Area Op8 (Frontal Operculum) right,TC,154,2
BraTS20_Training_194,Area Op5 (Frontal Operculum) right,TC,442,5
BraTS20_Training_194,Area Op4 (POperc) right,TC,588,7
BraTS20_Training_194,Area Id2 (Insula) right,TC,35,0
BraTS20_Training_194,Area Op9 (Frontal Operculum) right,TC,89,1
BraTS20_Training_194,Temporal-to-Parietal (GapMap) right,TC,3332,38
BraTS20_Training_194,Area 45 (IFG) right,TC,18,0
BraTS20_Training_194,Area Te 1.2 (HESCHL) right,TC,523,6
BraTS20_Training_194,Area Id5 (Insula) right,TC,75,1
BraTS20_Training_194,Area Te 2.1 (STG) right,TC,394,4
BraTS20_Training_194,Area STS1 (STS) right,TC,1810,21
BraTS20_Training_194,Area Id9 (Insula) right,TC,60,1
BraTS20_Training_194,Area Te 2.2 (STG) right,TC,233,3
BraTS20_Training_194,Area TeI (STG) right,TC,1062,12
BraTS20_Training_194,WM/unassigned,WT,10707,122
BraTS20_Training_194,Area 3b (PostCG) right,WT,198,2
BraTS20_Training_194,Area Id8 (Insula) right,WT,185,2
BraTS20_Training_194,Area 1 (PostCG) right,WT,6,0
BraTS20_Training_194,Area Te 1.0 (HESCHL) right,WT,146,2
BraTS20_Training_194,Area STS2 (STS) right,WT,308,4
BraTS20_Training_194,Area Id3 (Insula) right,WT,359,4
BraTS20_Training_194,Area TI (STG) right,WT,129,1
BraTS20_Training_194,Area Te 3 (STG) right,WT,154,2
BraTS20_Training_194,Area 6r1 (PreCG) right,WT,376,4
BraTS20_Training_194,"Area TPJ (STG, SMG) right",WT,10,0
BraTS20_Training_194,Area Op7 (Frontal Operculum) right,WT,64,1
BraTS20_Training_194,Area Ia3 (Insula) right,WT,51,1
BraTS20_Training_194,Area Ig2 (Insula) right,WT,33,0
BraTS20_Training_194,CA2 (Hippocampus) right,WT,5,0
BraTS20_Training_194,Area Id4 (Insula) right,WT,262,3
BraTS20_Training_194,Area Op1 (POperc) right,WT,17,0
BraTS20_Training_194,Area Id6 (Insula) right,WT,221,3
BraTS20_Training_194,Area 44 (IFG) right,WT,513,6
BraTS20_Training_194,Area Ia1 (Insula) right,WT,58,1
BraTS20_Training_194,Area Op8 (Frontal Operculum) right,WT,268,3
BraTS20_Training_194,Area Op5 (Frontal Operculum) right,WT,395,4
BraTS20_Training_194,Area Id7 (Insula) right,WT,1,0
BraTS20_Training_194,Area Fo6 (OFC) right,WT,106,1
BraTS20_Training_194,Area Te 1.1 (HESCHL) right,WT,114,1
BraTS20_Training_194,Area Ig3 (Insula) right,WT,11,0
BraTS20_Training_194,Area 6v3 (PreCG) right,WT,6,0
BraTS20_Training_194,Area Op4 (POperc) right,WT,388,4
BraTS20_Training_194,Frontal-to-Temporal-I (GapMap) right,WT,105,1
BraTS20_Training_194,Area OTS1 (OTS) right,WT,32,0
BraTS20_Training_194,Area Id2 (Insula) right,WT,176,2
BraTS20_Training_194,Area Op9 (Frontal Operculum) right,WT,984,11
BraTS20_Training_194,Temporal-to-Parietal (GapMap) right,WT,1613,18
BraTS20_Training_194,Area 45 (IFG) right,WT,1314,15
BraTS20_Training_194,Frontal-to-Temporal-II (GapMap) right,WT,1,0
BraTS20_Training_194,Area Ia2 (Insula) right,WT,2,0
BraTS20_Training_194,Area Id1 (Insula) right,WT,90,1
BraTS20_Training_194,Area Id5 (Insula) right,WT,288,3
BraTS20_Training_194,Area Te 2.1 (STG) right,WT,10,0
BraTS20_Training_194,Area STS1 (STS) right,WT,313,4
BraTS20_Training_194,Area Id9 (Insula) right,WT,234,3
BraTS20_Training_194,Area IFS2 (IFS) right,WT,42,0
BraTS20_Training_194,Area Te 2.2 (STG) right,WT,79,1
BraTS20_Training_194,Area TeI (STG) right,WT,57,1
BraTS20_Training_194,WM/unassigned,ET,22506,256
BraTS20_Training_194,Area Id8 (Insula) right,ET,54,1
BraTS20_Training_194,Area Te 1.0 (HESCHL) right,ET,233,3
BraTS20_Training_194,Area STS2 (STS) right,ET,1190,14
BraTS20_Training_194,Area Id3 (Insula) right,ET,173,2
BraTS20_Training_194,Area TI (STG) right,ET,396,5
BraTS20_Training_194,Area Te 3 (STG) right,ET,505,6
BraTS20_Training_194,Area 6r1 (PreCG) right,ET,570,6
BraTS20_Training_194,Area Op6 (Frontal Operculum) right,ET,11,0
BraTS20_Training_194,"Area TPJ (STG, SMG) right",ET,2,0
BraTS20_Training_194,Area Ia3 (Insula) right,ET,6,0
BraTS20_Training_194,Area Id4 (Insula) right,ET,93,1
BraTS20_Training_194,Area Op1 (POperc) right,ET,6,0
BraTS20_Training_194,Area Id6 (Insula) right,ET,407,5
BraTS20_Training_194,Area 44 (IFG) right,ET,701,8
BraTS20_Training_194,Area Ia1 (Insula) right,ET,138,2
BraTS20_Training_194,Area Op8 (Frontal Operculum) right,ET,561,6
BraTS20_Training_194,Area Op5 (Frontal Operculum) right,ET,421,5
BraTS20_Training_194,Area Te 1.1 (HESCHL) right,ET,1,0
BraTS20_Training_194,Area Op4 (POperc) right,ET,883,10
BraTS20_Training_194,Area Id2 (Insula) right,ET,125,1
BraTS20_Training_194,Area Op9 (Frontal Operculum) right,ET,485,6
BraTS20_Training_194,Temporal-to-Parietal (GapMap) right,ET,2636,30
BraTS20_Training_194,Area 45 (IFG) right,ET,294,3
BraTS20_Training_194,Area Id1 (Insula) right,ET,11,0
BraTS20_Training_194,Area Id5 (Insula) right,ET,298,3
BraTS20_Training_194,Area Te 2.1 (STG) right,ET,81,1
BraTS20_Training_194,Area STS1 (STS) right,ET,539,6
BraTS20_Training_194,Area Id9 (Insula) right,ET,372,4
BraTS20_Training_194,Area Te 2.2 (STG) right,ET,236,3
BraTS20_Training_194,Area TeI (STG) right,ET,150,2
