case_id,atlas_region_name,tumor_tag,voxel_count,count_scaled,pct_of_tumor,pct_of_region,is_top5
BraTS20_Training_146,WM/unassigned,TC,5334,42,51.1,0.1,False
BraTS20_Training_146,Area Te 1.0 (HESCHL) right,TC,6,0,0.1,0.8,False
BraTS20_Training_146,Area STS2 (STS) right,TC,1887,15,18.1,28.7,True
BraTS20_Training_146,Area Te 3 (STG) right,TC,113,1,1.1,2.6,True
BraTS20_Training_146,Temporal-to-Parietal (GapMap) right,TC,2730,21,26.2,4.0,True
BraTS20_Training_146,Area Te 1.2 (HESCHL) right,TC,2,0,0.0,0.4,False
BraTS20_Training_146,Area Te 2.1 (STG) right,TC,6,0,0.1,1.2,False
BraTS20_Training_146,Area STS1 (STS) right,TC,334,3,3.2,10.0,True
BraTS20_Training_146,Area Te 2.2 (STG) right,TC,4,0,0.0,0.2,False
BraTS20_Training_146,Area TeI (STG) right,TC,14,0,0.1,1.1,True
BraTS20_Training_146,WM/unassigned,WT,32583,256,48.4,0.4,False
BraTS20_Training_146,Area hOc4la (LOC) right,WT,273,2,0.4,6.9,False
BraTS20_Training_146,Area PF (IPL) right,WT,209,2,0.3,4.2,False
BraTS20_Training_146,Area Te 1.0 (HESCHL) right,WT,765,6,1.1,98.2,False
BraTS20_Training_146,Area STS2 (STS) right,WT,1406,11,2.1,21.4,True
BraTS20_Training_146,Area Id3 (Insula) right,WT,240,2,0.4,21.5,False
BraTS20_Training_146,Area TI (STG) right,WT,758,6,1.1,72.0,False
BraTS20_Training_146,Area Te 3 (STG) right,WT,1718,13,2.6,39.9,True
BraTS20_Training_146,Area 6r1 (PreCG) right,WT,224,2,0.3,9.3,False
BraTS20_Training_146,Area Op6 (Frontal Operculum) right,WT,536,4,0.8,51.3,False
BraTS20_Training_146,Area FG2 (FusG) right,WT,182,1,0.3,14.9,False
BraTS20_Training_146,"Area TPJ (STG, SMG) right",WT,818,6,1.2,55.8,False
BraTS20_Training_146,Area Op7 (Frontal Operculum) right,WT,17,0,0.0,4.3,False
BraTS20_Training_146,Area Ia3 (Insula) right,WT,3,0,0.0,1.3,False
BraTS20_Training_146,Area Ig2 (Insula) right,WT,521,4,0.8,90.0,False
BraTS20_Training_146,Area Id4 (Insula) right,WT,314,2,0.5,34.8,False
BraTS20_Training_146,Area Op1 (POperc) right,WT,1059,8,1.6,52.9,False
BraTS20_Training_146,Area Id6 (Insula) right,WT,49,0,0.1,1.9,False
BraTS20_Training_146,Area 44 (IFG) right,WT,7,0,0.0,0.3,False
BraTS20_Training_146,Area PGa (IPL) right,WT,273,2,0.4,4.3,False
BraTS20_Training_146,Area Ia1 (Insula) right,WT,14,0,0.0,5.1,False
BraTS20_Training_146,Area Op8 (Frontal Operculum) right,WT,30,0,0.0,2.4,False
BraTS20_Training_146,Area Op5 (Frontal Operculum) right,WT,1199,9,1.8,79.8,False
BraTS20_Training_146,Area PFm (IPL) right,WT,8,0,0.0,0.1,False
BraTS20_Training_146,Area FG4 (FusG) right,WT,592,5,0.9,13.1,False
BraTS20_Training_146,Area Te 1.1 (HESCHL) right,WT,1007,8,1.5,93.4,False
BraTS20_Training_146,Area Ig3 (Insula) right,WT,119,1,0.2,23.0,False
BraTS20_Training_146,Area Op4 (POperc) right,WT,1408,11,2.1,53.5,True
BraTS20_Training_146,Area Op2 (POperc) right,WT,347,3,0.5,51.0,False
