case_id,brats23_id,pred_index,atlas_region_id,atlas_region_name,brats_label,tumor_tag,voxel_count,count_scaled
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,0,WM/unassigned,1,TC,22,3
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,97,region_97,1,TC,6,1
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,0,WM/unassigned,2,WT,2035,256
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,7,region_7,2,WT,69,9
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,27,region_27,2,WT,912,115
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,64,region_64,2,WT,62,8
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,90,region_90,2,WT,222,28
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,97,region_97,2,WT,1090,137
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,107,region_107,2,WT,39,5
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,126,region_126,2,WT,21,3
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,140,region_140,2,WT,885,111
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,143,region_143,2,WT,584,73
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,177,region_177,2,WT,1,0
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,195,region_195,2,WT,1,0
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,0,WM/unassigned,3,ET,587,74
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,64,region_64,3,ET,33,4
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,97,region_97,3,ET,292,37
BraTS20_Training_048,BraTS-GLI-00227-000,pred_0173,140,region_140,3,ET,33,4
