case_id,brats23_id,pred_index,atlas_region_id,atlas_region_name,brats_label,tumor_tag,voxel_count,count_scaled
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,0,WM/unassigned,1,TC,4111,20
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,6,region_6,1,TC,3,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,7,region_7,1,TC,1,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,26,region_26,1,TC,1,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,53,region_53,1,TC,23,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,60,region_60,1,TC,4,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,64,region_64,1,TC,2,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,67,region_67,1,TC,1,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,78,region_78,1,TC,52,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,80,region_80,1,TC,48,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,82,region_82,1,TC,79,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,86,region_86,1,TC,199,1
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,98,region_98,1,TC,13,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,100,region_100,1,TC,57,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,102,region_102,1,TC,76,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,110,region_110,1,TC,2,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,116,region_116,1,TC,6,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,129,region_129,1,TC,18,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,133,region_133,1,TC,2,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,135,region_135,1,TC,10,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,147,region_147,1,TC,265,1
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,150,region_150,1,TC,11,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,155,region_155,1,TC,47,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,0,WM/unassigned,2,WT,53454,256
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,6,region_6,2,WT,610,3
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,7,region_7,2,WT,656,3
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,21,region_21,2,WT,22,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,25,region_25,2,WT,292,1
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,26,region_26,2,WT,1340,6
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,29,region_29,2,WT,1366,7
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,33,region_33,2,WT,442,2
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,40,region_40,2,WT,371,2
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,49,region_49,2,WT,309,1
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,53,region_53,2,WT,1722,8
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,54,region_54,2,WT,689,3
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,55,region_55,2,WT,10,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,59,region_59,2,WT,2660,13
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,60,region_60,2,WT,140,1
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,64,region_64,2,WT,13,0
BraTS20_Training_356,BraTS-GLI-00567-000,pred_0100,67,region_67,2,WT,1157,6
