case_id,brats23_id,pred_index,atlas_region_id,atlas_region_name,brats_label,tumor_tag,voxel_count,count_scaled
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,0,WM/unassigned,1,TC,5904,102
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,4,region_4,1,TC,2,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,11,region_11,1,TC,81,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,22,region_22,1,TC,264,5
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,44,region_44,1,TC,1,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,85,region_85,1,TC,835,14
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,144,region_144,1,TC,952,16
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,146,region_146,1,TC,1,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,152,region_152,1,TC,5475,94
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,177,region_177,1,TC,2,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,0,WM/unassigned,2,WT,14872,256
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,4,region_4,2,WT,21,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,11,region_11,2,WT,2921,50
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,21,region_21,2,WT,20,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,22,region_22,2,WT,19,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,25,region_25,2,WT,51,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,44,region_44,2,WT,44,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,85,region_85,2,WT,342,6
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,146,region_146,2,WT,106,2
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,152,region_152,2,WT,2687,46
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,177,region_177,2,WT,442,8
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,182,region_182,2,WT,31,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,201,region_201,2,WT,58,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,207,region_207,2,WT,12,0
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,0,WM/unassigned,3,ET,9337,161
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,4,region_4,3,ET,60,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,11,region_11,3,ET,1017,18
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,22,region_22,3,ET,444,8
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,44,region_44,3,ET,38,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,85,region_85,3,ET,1023,18
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,144,region_144,3,ET,90,2
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,146,region_146,3,ET,60,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,152,region_152,3,ET,4167,72
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,177,region_177,3,ET,78,1
BraTS20_Training_070,BraTS-GLI-01263-000,pred_0154,182,region_182,3,ET,21,0
